author,gender,pseudonym,title,title_en,subtitle,sep_edition,source,city,year_begin,genre,characters,narration,file_name,main_genre,general_genre,POS_title,title_length,canon_status,genre1,genre2,genre3,genre4,genre5
"Мережковский, Дмитрий Сергеевич",мужской,0,Александр Первый,Alexander the First,роман,0,Русская мысль,,1911,"исторический, философский",аристократия прошлого,3 лицо,merezhkovskij_d_aleksandr_pervyj_1911.xml,исторический,исторический,NOUN ADJF,2,1,исторический,философский,биографический,религиозный,
Мережковский Дмитрий Сергеевич,мужской,0,14 декабря (Николай Первый),The Fourteenth of December (Nicholas the First),роман,1,Отд. изд.,П,1918,"исторический, религиозно-философский роман",аристократия прошлого,3 лицо,,исторический,исторический,NUMR NOUN NOUN ADJF,4,0,,,,,
Мережковский Дмитрий Сергеевич,мужской,0,Рождение богов. Тутанкамон на Крите,The Birth of the Gods: Tutankhamun on Crete,роман,0,Современные записки,,1924,"дилогия. исторический, религиозно-философский роман",,3 лицо,,философский,философский,NOUN NOUN NOUN PREP NOUN,5,0,,,,,
Мережковский Дмитрий Сергеевич,мужской,0,Мессия,The Messiah,роман,0,Современные записки,,1927,фантастический,,3 лицо,,фантастический,фантастический,NOUN,1,0,,,,,
"Меркли, Михаил Маркович",мужской,0,Борис Годунов и Россия в XVII столетии,Boris Godunov and Russia in the Seventeenth Century,Роман полуисторический,1,Отд. изд.,Москва,1837,исторический роман,бояре,3 лицо,,исторический,исторический,NOUN NOUN CONJ NOUN PREP NUMR NOUN,7,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Один из наших Бисмарков,One of Our Bismarcks,фантастический роман в 3 частях,0,Гражданин,,1873,сатирический,"Бюрократы, аристократы",3 лицо,,сатирический,юмористический,ADJF PREP ADJF NOUN,4,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Женщины из большого петербургского света,Women of Petersburg High Society,Оригинальный роман в 3 частях,0,Гражданин,,1873,светский,дворяне,3 лицо,,светский,светский,NOUN PREP ADJF ADJF NOUN,5,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Лорд-апостол в большом петербуржском свете,A Lord-Apostle in Petersburg High Society,Повесть К.В.М.,1,Отд. изд.,Санкт-Петербург; Москва,1876,социально-психологический,"дворяне, свет",3 лицо,,социально-психологический,социально-психологический,NOUN PREP ADJF ADJF NOUN,5,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Тайны современного Петербурга,The Mysteries of Modern Petersburg,Записки магистра Степана Боба,0,Гражданин,,1876,романы о нигилистах,нигилисты,1 лицо,,антинигилистический,социальный,NOUN ADJF NOUN,3,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Курсистка,The Woman Student,повесть,1,Отд. изд.,Санкт-Петербург,1886,сатирический роман,Нигилисты,3 лицо,,сатирический,юмористический,NOUN,1,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Хочу быть русскою,I Want to Be Russian,Роман из большого петербургского света : В 4 ч.,1,Отд. изд.,Санкт-Петербург,1877,,,,,,,VERB INFN ADJF,3,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Граф Обезьянинов на новом месте,Count Obezyaninov in a New Place,Фантастастический этюд в пяти частях,1,Отд. изд.,Санкт-Петербург,1879,сатирический роман,чиновники,3 лицо,,сатирический,юмористический,NOUN NOUN PREP ADJF NOUN,5,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Княгиня Лиза,Princess Liza,Роман,1,Отд. изд.,Санкт-Петербург,1882,сатирический,дворяне,,,сатирический,юмористический,NOUN NOUN,2,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Дневник Ольги Николаевны,The Diary of Olga Nikolaevna,В.П. Мещерского,1,Отд. изд.,Санкт-Петербург,1885,сатирический роман,,,,сатирический,юмористический,NOUN NOUN NOUN,3,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Недоразумение,The Misunderstanding,"Роман. 3 ч. : Продолжение романа ""Женщины петербургского большого света""",1,Отд. изд.,Санкт-Петербург,1885,сатирический роман. высший свет,,,,сатирический,юмористический,NOUN,1,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Один из наших Мольтке,One of Our Moltkes,этюд,1,Отд. изд.,Санкт-Петербург,1890,,,,,,,ADJF PREP ADJF NOUN,4,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Святоши большого света,Hypocrites of High Society,этюд,1,Отд. изд.,Санкт-Петербург,1891,сатирический роман,,,,сатирический,юмористический,NOUN ADJF NOUN,3,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Мужчины петербуржского большого света,Men of Petersburg High Society,na,1,Отд. изд.,Санкт-Петербург,1897,сатирический роман,,,,сатирический,юмористический,NOUN ADJF ADJF NOUN,4,0,,,,,
"Мещерский, Владимир Петрович",мужской,0,Письма от отца к сыну (старого правоведа к новому) и сына (министра) к отцу,Letters from Father to Son (an Old Jurist to a Young One) and from Son (a Minister) to Father,(Из прошлого),1,Отд. изд.,Санкт-Петербург,1897,сатирический роман,,,,сатирический,юмористический,NOUN PREP NOUN PREP NOUN NOUN NOUN PREP ADJF CONJ NOUN NOUN PREP NOUN,14,0,,,,,
"Миклашевич, Варвара Семеновна",женский,0,"Село Михайловское, или Помещик XVIII столетия","The Village of Mikhailovskoye, or A Landowner of the Eighteenth Century",роман в 4 частях,0,Сын отечества,,1831,исторический; роман тайн,"помещики, администрация, духовенство",3 лицо,,исторический,исторический,VERB ADJF CONJ NOUN NUMR NOUN,6,0,,,,,
"Микулич, В.",женский,1,Мимочка,Mimochka,Очерк,0,Северный вестник,,1898,социально-психологический,дворяне,3 лицо,veselitskaya_l_mimochka_1898.xml,социально-психологический,социально-психологический,NOUN,1,0,социально-психологический,бытовой,,,
"Миллер, Федор Богданович",мужской,0,Цыганка,The Gypsy Woman,Роман,1,Отд. изд.,Москва,1839,любовный,цыгане,1 лицо,,любовный,любовный,NOUN,1,0,,,,,
"Минцлов, Сергей Рудольфович",мужской,0,В лесах Литвы,In the Forests of Lithuania,историческая повесть,1,Отд. изд.,Санкт-Петербург,1904,авантюрный,рыцари,3 лицо,,авантюрный,приключенческий,PREP NOUN NOUN,3,0,,,,,
"Минцлов, Сергей Рудольфович",мужской,0,На заре века,At the Dawn of the Century,Историческая повесть С. Минцлова,1,Отд. изд.,Санкт-Петербург,1901,исторический роман,исторические фигуры,,,исторический,исторический,PREP NOUN NOUN,3,0,,,,,
"Минцлов, Сергей Рудольфович",мужской,0,В грозу,In the Thunderstorm,Историческая повесть из эпохи Петра Великого,1,Отд. изд.,Рига,1903,,,,,,,PREP NOUN,2,0,,,,,
"Минцлов, Сергей Рудольфович",мужской,0,Во тьме,In the Dark,повесть,1,Отд. изд.,Санкт-Петербург,1907,из быта раскольников,раскольники,,,бытоописательный,описательный,PREP NOUN,2,0,,,,,
"Минцлов, Сергей Рудольфович",мужской,0,Литва,Lithuania,роман,1,Отд. изд.,Санкт-Петербург,1911,исторический,,,,исторический,исторический,NOUN,1,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Под шум дубов,To the Rustle of Oaks,?,1,Отд.изд.,Берлин,1919,об обороне псково-печорского монастыря немецкими захватчиками в 1501 г.,военные,,,военный,исторический,PREP NOUN ADJS,3,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Царь Берендей,Tsar Berendei,?,1,Отд.изд.,Берлин,1923,фантастический,,,,фантастический,фантастический,NOUN NOUN,2,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Сны земли,Dreams of the Earth,?,1,Отд.изд.,Берлин,1924,,,,,,,NOUN NOUN,2,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Гусарский монастырь,The Hussar Monastery,?,1,Отд. изд.,София,1925,,,3 лицо,,,,ADJF NOUN,2,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Закат,The Decline,?,1,Отд. изд.,Берлин,1926,,,,,,,NOUN,1,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Приключения студентов,The Adventures of Students,?,1,отд.изд.,Рига,1928,"исторический, авантюрный",разночинцы,3 лицо,,исторический,исторический,NOUN NOUN,2,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Мерцанье дали,The Shimmer of the Distance,?,1,Отд.изд.,Рига,1930,,,,,,,NOUN VERB,2,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Орлиный взлет,The Eagle's Ascent,?,1,отд.изд.,Рига,1931,исторический,аристократия прошлого,3 лицо,,исторический,исторический,ADJF NOUN,2,0,,,,,
"Мирошевский, Василий Иванович",мужской,0,"Девица Всеволожская, или Картины русского быта в XVII веке","The Maiden Vsevolozhskaya, or Pictures of Russian Life in the Seventeenth Century",сочинение В. Мирошевского,1,Отд. изд.,Санкт-Петербург,1839,исторический роман,дворяне,3 лицо,,исторический,исторический,NOUN ADJF CONJ NOUN ADJF NOUN PREP NUMR NOUN,9,0,,,,,
"Михайлов, Михаил Ларионович",мужской,0,За пределами истории,Beyond the Bounds of History,За миллионы лет,0,Дело,,1869,исторический,,3 лицо,mikhajlov_m_za_predelami_istorii_1869.xml,исторический,исторический,PREP NOUN NOUN,3,0,исторический,философский,утопический,,
"Михайлов, Михаил Ларионович",мужской,0,Марья Ивановна,Marya Ivanovna,Роман,0,Отечественные записки,,1853,"социально-психологический, крестьяне, помещики",крестьяне,3 лицо,mikhajlov_m_marya_ivanovna_1853.xml,социально-психологический,социально-психологический,NOUN NOUN,2,0,социально-психологический,бытовой,,,
"Михайлов, Михаил Ларионович",мужской,0,Перелетные птицы,Migratory Birds,Роман,0,Отечественные записки,,1854,социально-психологический,Разночинцы,3 лицо,,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
"Михайлов, Михаил Ларионович",мужской,0,Благодетели,The Benefactors,Роман,0,Русское слово,,1859,социально-психологический,дворяне,3 лицо,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Михайлов, Михаил Ларионович",мужской,0,Вместе,Together,Роман,0,Дело,,1870,социально-психологический,дворяне,3 лицо,mikhajlov_m_vmeste_1870.xml,социально-психологический,социально-психологический,ADVB,1,0,социально-психологический,идеологический,бытовой,,
"Михеев, Василий Михайлович",мужской,0,Золотые россыпи,Gold Diggings,Роман в 2 ч.,1,Артист,Москва,1893,социально-психологический,рабочие,3 лицо,,социально-психологический,социально-психологический,NOUN NOUN,2,0,,,,,
"Михневич, Владимир Осипович",мужской,0,Москвичка,A Moscow Woman,роман-фельетон из петербургских нравов,1,Отд. изд.,Санкт-Петербург,1891,социально-психологический,интеллигенция,3 лицо,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Михневич, Владимир Осипович",мужской,0,В петербургском омуте,In the Petersburg Depths,Роман-фельетон из времен войны 1877 г.,1,Отд. изд.,Санкт-Петербург,1879,исторический,,,,исторический,исторический,PREP ADJF NOUN,3,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Новые русские люди,New Russian People,Повесть из жизни шестидесятых годов,0,Всемирный труд,,1868,социально-психологический,,1 лицо,,социально-психологический,социально-психологический,NOUN ADJF NOUN,3,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Знамение времени,A Sign of the Times,,0,Всемирный труд,,1869,социально-психологический,разночинцы,3 лицо,,социально-психологический,социально-психологический,NOUN NOUN,2,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Идеалисты и реалисты,Idealists and Realists,Исторический роман,1,Отд. изд.,Санкт-Петербург,1878,исторический,аристократия прошлого,3 лицо,mordovzev_d_idealisty_i_realisty_1878.xml,исторический,исторический,NOUN CONJ NOUN,3,0,исторический,политический,идеологический,,
"Мордовцев, Даниил Лукич",мужской,0,Двенадцатый год,The Year Twelve,исторический роман : в 3 ч,1,Отд. изд.,Санкт-Петербург,1879,исторический,военные,3 лицо,mordovzev_d_dvenadzatyj_god_1879.xml,исторический,исторический,ADJF NOUN,2,0,исторический,военный,,,
"Мордовцев, Даниил Лукич",мужской,0,Лжедмитрий,The False Dmitry,Исторический роман из смутного времени,1,Отд. изд.,Санкт-Петербург,1879,исторический,легендарные исторические фигуры,3 лицо,,исторический,исторический,NOUN,1,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Царь и гетман,The Tsar and the Hetman,Исторический роман,1,Отд. изд.,Москва,1880,исторический,легендарные исторические фигуры,3 лицо,mordovzev_d_zar_i_getman_1880.xml,исторический,исторический,NOUN CONJ NOUN,3,0,исторический,биографический,политический,,
"Мордовцев, Даниил Лукич",мужской,0,Великий раскол,The Great Schism,исторический роман в 2 частях,1,Отд. изд.,Санкт-Петербург,1881,исторический,"легендарные исторические фигуры, духовенство",3 лицо,mordovzev_d_velikij_raskol_1881.xml,исторический,исторический,ADJF NOUN,2,0,исторический,религиозный,этнографический,,
"Мордовцев, Даниил Лукич",мужской,0,Господин Великий Новгород,Lord Novgorod the Great,Историческая повесть,1,Отд. изд.,Москва,1882,исторический,"новгородцы, легендарные исторические фигуры(Иван III, Казимир)",3 лицо,mordovzev_d_gospodin_velikij_novgorod_1882.xml,исторический,исторический,NOUN ADJF NOUN,3,0,исторический,этнографический,,,
"Мордовцев, Даниил Лукич",мужской,0,Сагайдачный,Sagaidachny,Историческая повесть,1,Отд. изд.,Санкт-Петербург,1882,исторический,запорожское казачество,3 лицо,,исторический,исторический,ADJF,1,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Авантюристы,The Adventurers,Историческая повесть времени царствования Екатерины II,1,Отд. изд.,Санкт-Петербург,1886,исторический,"дворяне, легендарные исторические фигуры",3 лицо,mordovzev_d_avantyuristy_1886.xml,исторический,исторический,NOUN,1,0,исторический,авантюрный,приключенческий,бытовой,
"Мордовцев, Даниил Лукич",мужской,0,Похороны,The Funeral,Исторический роман,1,Отд. изд.,Санкт-Петербург,1886,исторический,"военные, народности и этнические группы",3 лицо,,исторический,исторический,NOUN,1,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Кум Иван,Godfather Ivan,Историческая быль,0,Исторический вестник,,1887,историческая повесть,легендарные исторические фигуры,3 лицо,mordovzev_d_kum_ivan_1887.xml,исторический,исторический,NOUN NOUN,2,0,исторический,этнографический,авантюрный,,
"Мордовцев, Даниил Лукич",мужской,0,Из прошлого,From the Past,Роман. 4 ч.,1,Отд. изд.,Санкт-Петербург,1887,исторический,дворяне,1 лицо,,исторический,исторический,PREP NOUN,2,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Поиманы ести Богом и великим государем,Caught by God and the Great Sovereign,исторический фреск 1509-1510 гг.,1,Исторический вестник,Санкт-Петербург,1888,историческая повесть,аристократия прошлого,3 лицо,,исторический,исторический,NOUN NOUN NOUN CONJ NOUN NOUN,6,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Замурованная царица,The Walled-Up Tsaritsa,роман из жизни древнего Египта,1,Отд. изд.,Санкт-Петербург,1891,исторический,царица,3 лицо,mordovzev_d_zamurovannaya_zariza_1891.xml,исторический,исторический,PRTF NOUN,2,0,исторический,авантюрный,,,
"Мордовцев, Даниил Лукич",мужской,0,Царь без царства,A Tsar without a Kingdom,роман из истории последних дней царства Имеретинского,1,Отд. изд.,Санкт-Петербург,1891,исторический,царь,3 лицо,,исторический,исторический,NOUN PREP NOUN,3,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Богиня Изида-сваха,The Goddess Isis the Matchmaker,,1,Отд. изд.,Санкт-Петербург,1895,"исторический, богиня",история,3 лицо,,исторический,исторический,NOUN NOUN,2,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Железом и кровью,By Iron and Blood,Роман из истории завоевания Кавказа при Еромолове,1,Отд. изд.,Санкт-Петербург,1896,"исторический, военные","военные, народности и этнические группы",3 лицо,,исторический,исторический,NOUN CONJ NOUN,3,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Свету больше!,More Light!,исторический роман,1,Отд. изд.,Санкт-Петербург,1896,исторический,"бояре, царская семья",3 лицо,,исторический,исторический,NOUN COMP,2,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Ирод,Herod,Исторический роман,1,Отд. изд.,Санкт-Петербург,1897,исторический роман,аристократия прошлого,3 лицо,mordovzev_d_irod_1897.xml,исторический,исторический,NOUN,1,0,исторический,религиозный,психологический,,
"Мордовцев, Даниил Лукич",мужской,0,Прометеево потомство,The Progeny of Prometheus,Роман из истории последних дней независимости Абхазии в трех частях,1,Отд. изд.,Санкт-Петербург,1897,исторический,народности и этнические группы,3 лицо,,исторический,исторический,NOUN NOUN,2,0,,,,,
"Мордовцев, Даниил Лукич",мужской,0,Державный плотник,The Sovereign Carpenter,Исторический роман,1,Отд. изд.,Санкт-Петербург,1899,исторический,легендарные исторические фигуры,3 лицо,mordovzev_d_derzhavnyj_plotnik_1899.xml,исторический,исторический,ADJF NOUN,2,0,исторический,биографический,политический,,
"Мордовцев, Даниил Лукич",мужской,0,Профессор Ратмиров,Professor Ratmirov,роман-быль,0,Книжки Недели,,1889,социально-психологический,,,,социально-психологический,социально-психологический,NOUN NOUN,2,0,,,,,
"Морозов, Михаил Абрамович",мужской,0,В потемках,In the Dark,роман,1,Отд. изд.,Санкт-Петербург,1895,"социально-психологический, автобиография, купечество",,,,социально-психологический,социально-психологический,PREP NOUN,2,0,,,,,
"Морской, Н.",мужской,1,Аристократия Гостиного двора,The Aristocracy of the Gostiny Dvor,Картины нравов,1,Отд. изд.,Санкт-Петербург,1879,социально-психологический,"богема, артисты",3 лицо,,социально-психологический,социально-психологический,NOUN ADJF NOUN,3,0,,,,,
"Морской, Н.",мужской,1,Купленное счастье,Purchased Happiness,Роман,0,Нива,,1880,социально-психологический,дворяне,3 лицо,,социально-психологический,социально-психологический,PRTF NOUN,2,0,,,,,
"Морской, Н.",мужской,1,Содом,Sodom,Роман Н. Морского,1,"Еженед. «Нового времени, НВ",Санкт-Петербург,1880,соц.-психологический,,3 лицо,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
Мстиславский Сергей Дмитриевич,мужской,0,На крови,On Blood,?,1,Отд. Изд.,"М., Л.",1928,социально-психологический,"аристократия, революционеры",1 лицо,,социально-психологический,социально-психологический,PREP NOUN,2,0,,,,,
Мстиславский Сергей Дмитриевич,мужской,0,Союз тяжелой кавалерии,The Union of Heavy Cavalry,?,1,Отд. Изд.,"М., Л.",1929,исторический,легендарные исторические фигуры,,,исторический,исторический,NOUN ADJF NOUN,3,0,,,,,
Мстиславский Сергей Дмитриевич,мужской,0,Без себя,Beside Oneself,?,1,Отд. Изд.,"М., Л.",1930,исторический,"военные, моряки",,,исторический,исторический,PREP NPRO,2,0,,,,,
Мстиславский Сергей Дмитриевич,мужской,0,Партионцы,The Partisans,?,1,Отд. Изд.,М.,1933,социально-психологический,народовольцы,,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Муйжель, Виктор Васильевич",мужской,0,Год,A Year,роман,0,Русское богатство,,1911,социально-психологический,крестьяне,3 лицо,mujzhel_v_god_1911.xml,социально-психологический,социально-психологический,NOUN,1,0,социально-психологический,бытовой,крестьянский,,
"Муравьев, Николай",мужской,1,Женщина на пути,A Woman on the Way,роман,1,Отд. изд.,Москва,1917,психолого-философский роман,,,,психологический,психологический,NOUN PREP NOUN,3,0,,,,,
"Муравьев, Николай Назарьевич",мужской,0,Всеволод и Велеслава,Vsevolod and Veleslava,"Произшествие, сохранившееся в письмах",1,Отд. изд.,Санкт-Петербург,1807,социально-психологический,,в письмах,,социально-психологический,социально-психологический,NOUN CONJ NOUN,3,0,,,,,
Муратов Павел Павлович,мужской,0,Эгерия,Egeria,?,1,Отд. изд.,Берлин-Петербург-Москва,1922,"исторический, итальянские аристократы",,1 лицо,,исторический,исторический,NOUN,1,0,,,,,
"Мурахина, Любовь Алексеевна",женский,1,Пирамида Хеопса,The Pyramid of Cheops,,0,Вешние воды,,1917,"приключенческий, мистический","евреи, арийцы, история Др. Египта",3 лицо,,приключенческий,приключенческий,NOUN NOUN,2,0,,,,,
"Мышицкий, Нил Алексеевич",мужской,0,"Сицкий, капитан фрегата","Sitsky, Captain of the Frigate",сочинение князя Н. Мышицкого,1,Маяк; Северная пчела,Санкт-Петербург,1840,любовный,моряки,3 лицо,,любовный,любовный,NOUN NOUN NOUN,3,0,,,,,
"Мясницкий, Иван Ильич",мужской,1,Старообрядка,The Old Believer Woman,роман,1,Отд. изд.,Москва,1904,"социоально-бытовой, купцы",купцы,3 лицо,,социальный,социальный,NOUN,1,0,,,,,
"Нагродская, Евдокия Аполлоновна",женский,0,Черное дело,A Black Deed,,1,Свет,Санкт-Петербург,1889,уголовный,,3 лицо,,уголовный,криминальный,ADJF NOUN,2,0,,,,,
"Нагродская, Евдокия Аполлоновна",женский,0,Петербургские тайны,The Mysteries of Petersburg,,0,Свет,,1890,уголовный,,3 лицо,,уголовный,криминальный,ADJF NOUN,2,0,,,,,
"Нагродская, Евдокия Аполлоновна",женский,0,Гнев Диониса,The Wrath of Dionysus,роман,1,Отд. изд.,Санкт-Петербург,1910,"любовный, авантюрный","богема, разночинцы, творческие люди",1 лицо,nagrodskaya_e_gnev_dionisa_1910.xml,любовный,любовный,NOUN NOUN,2,0,адюльтерный,любовный,психологический,феминистский,
"Нагродская, Евдокия Аполлоновна",женский,0,У бронзовой двери,At the Bronze Door,,1,Отд. изд.,Санкт-Петербург,1913,"любовный, социально-психологический","люди искусства, купцы, революционеры",3 лицо,,любовный,любовный,PREP ADJF NOUN,3,0,,,,,
"Нагродская, Евдокия Аполлоновна",женский,0,Белая коллонада,The White Colonnade,роман,1,Отд. изд.,Петроград,1914,,,3 лицо,nagrodskaya_e_belaya_kollonada_1914.xml,,,ADJF NOUN,2,0,социально-психологический,любовный,феминистский,,
"Нагродская, Евдокия Аполлоновна",женский,0,Злые духи,Evil Spirits,роман,1,Отд. изд.,Петроград,1915,мистический,,3 лицо,,мистический,фантастический,ADJF NOUN,2,0,,,,,
"Нагродская, Евдокия Аполлоновна",женский,0,Мертвая петля,The Death Loop,роман,1,Свет,Санкт-Петербург,1889,"уголовный, детективный",духовенство/священники,,,уголовный,криминальный,ADJF GRND,2,0,,,,,
"Нагродская, Евдокия Аполлоновна",женский,0,Дочь дьявола,The Devil's Daughter,na,0,"Сын отечества, еженед. прил.",,1894,"мистический, аристократы",,,,мистический,фантастический,NOUN NOUN,2,0,,,,,
"Нагродская, Евдокия Аполлоновна",женский,0,Борьба микробов,The Struggle of Microbes,,1,Отд. изд.,Санкт-Петербург,1913,любовный,аристократия,,,любовный,любовный,NOUN NOUN,2,0,,,,,
Нагродская Евдокия Аполлоновна,женский,0,Записки Романа Васильева,The Notes of Roman Vasilyev,?,1,Отд. изд.,Париж,1922,автобиографический роман,,,,автобиографический,биографический,NOUN NOUN NOUN,3,0,,,,,
Нагродская Евдокия Аполлоновна,женский,0,Правда о семье моей жены,The Truth about My Wife's Family,?,1,Отд. изд.,Б,1922,,,,,,,PRCL PREP NOUN ADJF NOUN,5,0,,,,,
Нагродская Евдокия Аполлоновна,женский,0,Река времен,The River of Time,?,1,Отд. изд.,Б,1924,исторический,масоны,,,исторический,исторический,NOUN NOUN,2,0,,,,,
"Надеждин, Александр Евграфович",мужской,0,Блудный сын,The Prodigal Son,,0,Северная пчела,,1859,социальный,дворяне,3 лицо,,социальный,социальный,ADJF NOUN,2,0,,,,,
"Наживин, Иван Федорович",мужской,0,Менэ… тэкел… фарес…,Mene... Tekel... Peres...,роман,1,Отд. изд.,Москва,1907,автобиографический роман,купцы,,,автобиографический,биографический,NOUN NOUN NOUN,3,0,,,,,
"Назарьев, Александр Петрович",мужской,0,"Несчастный Никанор, или Приключение жизни российского дворянина Н********","The Unfortunate Nikanor, or The Life Adventure of a Russian Nobleman N********",,1,Отд. изд.,Санкт-Петербург,1775,,дворяне,3 лицо,nazarev_a_neschastnyj_nikanor_ili_priklyuchenie_zhizni_rossijskogo_dvoryanina_n_1775.xml,,,ADJF NOUN CONJ NOUN NOUN ADJF NOUN ADJF,8,0,авантюрный,сентиментальный,нравоучительный,,
"Назарьева, Капитолина Валериановна",женский,0,Кривой дорогой,By a Crooked Road,Повесть в 2-х частях,1,Гражданин,Санкт-Петербург,1883,,,3 лицо,,,,NOUN ADVB,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Чужая вина,Another's Guilt,Роман в трех частях,0,Живописное обозрение,,1888,,,3 лицо,,,,ADJF NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,"Брак, каких мало",A Rare Marriage,Роман,0,Живописное обозрение,,1889,семейная хроника,,3 лицо,,семейный,семейный,NOUN ADJF ADVB,3,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Личное счастье,Personal Happiness,Сказка,0,Родина,,1901,,,3 лицо,,,,ADJF NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Потомки титанов,Descendants of Titans,Исторический роман из эпохи Екатерины Великой,1,Отд. изд.,Санкт-Петербург,1902,исторический роман,аристократия прошлого,3 лицо,,исторический,исторический,NOUN NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,В когтях нищеты,In the Clutches of Poverty,Уголовный роман из русской жизни в 2 частях,1,Отд. изд.,Санкт-Петербург,1884,уголовный,,,,уголовный,криминальный,PREP NOUN NOUN,3,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,"Из огня, да в полымя",Out of the Fire into the Flame,Роман в 2 частях,1,Отд. изд.,Санкт-Петербург,1884,,,,,,,PREP NOUN PRCL PREP NOUN,5,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Скорбный путь,The Path of Sorrow,Роман в 2 частях,1,Отд. изд.,Санкт-Петербург,1885,"семейный, детектив",,,,семейный,семейный,ADJF NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,В тисках,In the Grip,роман,1,Отд. изд.,Санкт-Петербург,1889,,,,,,,PREP NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Развенчанная королева,The Dethroned Queen,роман из современной сербской придворной жизни в 2-х частях,1,Отд. изд.,Санкт-Петербург,1890,,,,,,,PRTF NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Рыцарь тьмы,A Knight of Darkness,роман,1,Отд. изд.,Санкт-Петербург,1890,уголовный,,,,уголовный,криминальный,NOUN NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Чертово гнездо,The Devil's Nest,роман в 2 частях,1,Отд. изд.,Санкт-Петербург,1890,,,,,,,ADJS NOUN,2,0,,,,,
"Назарьева, Капитолина Валериановна",женский,0,Дорогой ценой,At a Dear Price,Роман,1,Отд. изд.,Санкт-Петербург,1898,соц.-психологический,"разночинцы, врачи",,,социально-психологический,социально-психологический,ADVB NOUN,2,0,,,,,
"Нарежный, Василий Трофимович",мужской,0,"Российский Жилблаз, или Похождения графа Гаврилы Семеновича Чистякова","The Russian Gil Blas, or The Adventures of Count Gavrila Semyonovich Chistyakov",сочинение В. Нарежного,0,Отд. изд.,,1814,авантюрный,"дворяне, крестьяне",3 лицо,narezhnyj_v_rossijskij_zhilblaz_ili_pokhozhdeniya_knyazya_gavrily_simonovicha_chistyakova_1814.xml,авантюрный,приключенческий,ADJF NOUN CONJ NOUN NOUN NOUN NOUN NOUN,8,0,плутовской,авантюрный,сатирический,бытовой,
"Нарежный, Василий Трофимович",мужской,0,"Аристион, или Перевоспитание","Aristion, or Re-Education",Справедливая повесть,1,Отд. изд.,Санкт-Петербург,1822,роман воспитания,дворяне,3 лицо,,воспитания,воспитания,NOUN CONJ NOUN,3,0,,,,,
